"@odata.etag","nycsr_admininterventiontype@OData.Community.Display.V1.FormattedValue","nycsr_admininterventiontype","nycsr_caseid","nycsr_interventionenddate@OData.Community.Display.V1.FormattedValue","nycsr_interventionenddate","nycsr_casenumber","nycsr_interventionstartdate@OData.Community.Display.V1.FormattedValue","nycsr_interventionstartdate","nycsr_building.nycsr_address","nycsr_building.nycsr_latitude@OData.Community.Display.V1.FormattedValue","nycsr_building.nycsr_latitude","nycsr_building.nycsr_buildingid","nycsr_building.nycsr_borough@OData.Community.Display.V1.FormattedValue","nycsr_building.nycsr_borough","nycsr_building.nycsr_longitude@OData.Community.Display.V1.FormattedValue","nycsr_building.nycsr_longitude","nycsr_building.nycsr_geographicaldistrictcode","nycsr_building.nycsr_buildingname","nycsr_locationsite.nycsr_sitename"
"W/""303837030""","Classroom Closed",882450000,"55cdc1ab-bd01-ec11-94ef-001dd8309a9e","8/30/2021","2021-08-30T04:00:00Z","048373","8/21/2021","2021-08-21T04:00:00Z","147-36 26 AVENUE","40,774,134.000000",40774134,"adfc24e8-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,818,581.000000",-73818581,"25","P.S. 21 - QUEENS","Summer - ES SUMMER RISING - Elementary - P.S. 021 Edward Hart - Q021 - Q021 - 25Q021 - 147-36 26 AVENUE"
"W/""303836718""","Classroom Closed",882450000,"4098ddff-bd01-ec11-94ef-001dd8309a9e","8/28/2021","2021-08-28T04:00:00Z","048374","8/21/2021","2021-08-21T04:00:00Z","139 MENAHAN STREET","40,695,975.000000",40695975,"48416e00-31f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,919,653.000000",-73919653,"32","P.S. 677 - BROOKLYN","Success Academy Charter School - Bushwick - K882 - K677 - 84K882 - 139 MENAHAN STREET"
"W/""303846159""","Classroom Closed",882450000,"ddeb16b2-bf01-ec11-94ef-001dd8309a9e","8/23/2021","2021-08-23T04:00:00Z","048375","8/21/2021","2021-08-21T04:00:00Z","147-65 249th Street","40,655,811.000000",40655811,"8feb6056-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,738,793.000000",-73738793,"29","Success Academy - Rosedale","Success Academy Charter School - Rosedale - New York 5 - Q337 - Q374 - 84Q337 - 147-65 249th Street"
"W/""303902728""","Classroom Closed",882450000,"60d0251b-c101-ec11-94ef-001dd8309a9e","8/29/2021","2021-08-29T04:00:00Z","048376","8/21/2021","2021-08-21T04:00:00Z","132-55 RIDGEDALE STREET","40,681,881.000000",40681881,"878946f4-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,752,772.000000",-73752772,"29","I.S. 59 - QUEENS","Success Academy Charter School - Springfield Gardens - New York 6 - Q339 - Q059 - 84Q339 - 132-55 RIDGEDALE STREET"
"W/""303846984""","Classroom Closed",882450000,"41b2b507-c701-ec11-94ef-001dd8309a9e","8/30/2021","2021-08-30T04:00:00Z","048377","8/21/2021","2021-08-21T04:00:00Z","50-05 31 AVENUE","40,758,027.000000",40758027,"db9b4c1f-32f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,908,146.000000",-73908146,"30","P.S. 151 - QUEENS","Summer - ES SUMMER RISING - Elementary - P.S. 151 Mary D. Carter - Q151 - Q151 - 30Q151 - 50-05 31 AVENUE"
"W/""303853953""","Classroom Closed",882450000,"9441acf8-c701-ec11-94ef-001dd8309a9e","8/28/2021","2021-08-28T04:00:00Z","048378","8/21/2021","2021-08-21T04:00:00Z","345 CHAMBERS STREET","40,718,025.000000",40718025,"5c07e99e-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-74,013,921.000000",-74013921,"2","STUYVESANT HS (NEW) - MANHATTAN","Summer - HS Summer School - High School - Stuyvesant High School - M475 - M477 - 02M475 - 345 CHAMBERS STREET"
"W/""303911293""","Classroom Closed",882450000,"b800a3ee-ca01-ec11-94ef-001dd8309a9e","8/29/2021","2021-08-29T04:00:00Z","048379","8/21/2021","2021-08-21T04:00:00Z","125 STUYVESANT AVENUE","40,691,467.000000",40691467,"ae79df48-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,932,254.000000",-73932254,"16","J.H.S. 57 - BROOKLYN","Brooklyn Emerging Leaders Academy Charter School - K892 - K057 - 84K892 - 125 STUYVESANT AVENUE"
"W/""303865818""","Classroom Closed",882450000,"f51c6a36-cb01-ec11-94ef-001dd8309a9e","8/30/2021","2021-08-30T04:00:00Z","048380","8/21/2021","2021-08-21T04:00:00Z","850 KENT AVENUE","40,695,397.000000",40695397,"23ebaa73-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,959,999.000000",-73959999,"14","P.S. 157 - BROOKLYN","Summer - ES MS SUMMER RISING - Elementary, Middle School - P.S./I.S. 157 The Benjamin Franklin Health & Science Academy - K157 - K157 - 14K157 - 850 KENT AVENUE"
"W/""303864310""","Classroom Closed",882450000,"299516b4-cd01-ec11-94ef-001dd8309a9e","8/29/2021","2021-08-29T04:00:00Z","048381","8/21/2021","2021-08-21T04:00:00Z","183 SOUTH  3 STREET","40,711,915.000000",40711915,"1feabc42-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,960,137.000000",-73960137,"14","J.H.S. 50 - BROOKLYN","Success Academy Charter School - Williamsburg - K182 - K050 - 84K182 - 183 SOUTH  3 STREET"
"W/""303860282""","Classroom Closed",882450000,"1c86b1a1-cf01-ec11-94ef-001dd8309a9e","8/28/2021","2021-08-28T04:00:00Z","048382","8/21/2021","2021-08-21T04:00:00Z","240 WEST 113 STREET","40,801,573.000000",40801573,"086e3d68-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,955,583.000000",-73955583,"3","P.S. 241 - MANHATTAN","Success Academy Charter School - Harlem 4 - M386 - M113 - 84M386 - 240 WEST 113 STREET"
"W/""303862019""","Classroom Closed",882450000,"562eb958-d101-ec11-94ef-001dd8309a9e","8/29/2021","2021-08-29T04:00:00Z","048384","8/21/2021","2021-08-21T04:00:00Z","330 CROWN STREET","40,665,757.000000",40665757,"31ebaa73-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,949,243.000000",-73949243,"17","P.S. 161 - BROOKLYN","Success Academy Charter School - Crown Heights - K741 - K161 - 84K741 - 330 CROWN STREET"
"W/""303863097""","Classroom Closed",882450000,"aeb2b26a-d101-ec11-94ef-001dd8309a9e","8/28/2021","2021-08-28T04:00:00Z","048385","8/21/2021","2021-08-21T04:00:00Z","500 WEST 160 STREET","40,834,877.000000",40834877,"7f886843-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,941,594.000000",-73941594,"6","P.S. 4 - MANHATTAN","Summer - ES SUMMER RISING - Elementary - P.S. 004 Duke Ellington - M004 - M004 - 06M004 - 500 WEST 160 STREET"
"W/""303909063""","Classroom Closed",882450000,"f1216c92-dc01-ec11-94ef-001dd8309a9e","8/30/2021","2021-08-30T04:00:00Z","048386","8/21/2021","2021-08-21T04:00:00Z","425 WEST 123 STREET","40,810,793.000000",40810793,"edce496e-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,955,722.000000",-73955722,"5","P.S. 125 - MANHATTAN","KIPP STAR College Prep Charter School - M726 - M125 - 84M726 - 433 WEST 123 STREET"
"W/""303912934""","Classroom Closed",882450000,"d989ea20-df01-ec11-94ef-001dd8309a9e","8/29/2021","2021-08-29T04:00:00Z","048387","8/21/2021","2021-08-21T04:00:00Z","750 BAYCHESTER AVENUE","40,874,035.000000",40874035,"8253dd74-33f4-ea11-b882-24ee9a37d45c","Bronx",882450001,"-73,831,669.000000",-73831669,"11","HARRY S. TRUMAN HS - X","Summer PSAL - Harry S. Truman - 11X455 - Harry S Truman High School - X455 - X455 - 11X455"
"W/""303926095""","Classroom Closed",882450000,"c531cabb-e601-ec11-94ef-001dd8309a9e","8/30/2021","2021-08-30T04:00:00Z","048391","8/21/2021","2021-08-21T04:00:00Z","655 PARKSIDE AVENUE","40,656,423.000000",40656423,"dfc1392a-30f4-ea11-b882-24ee9a37d45c","Brooklyn",882450002,"-73,951,575.000000",-73951575,"17","I.S. 2 - BROOKLYN","Explore Charter School - K704 - K002 - 84K704 - 655 PARKSIDE AVENUE"
"W/""303915909""","Classroom Closed",882450000,"d92904e6-e601-ec11-94ef-001dd8309a9e","8/30/2021","2021-08-30T04:00:00Z","048392","8/21/2021","2021-08-21T04:00:00Z","1458 YORK AVENUE","40,770,215.000000",40770215,"1d005d7a-31f4-ea11-b882-24ee9a37d45c","Manhattan",882450000,"-73,950,745.000000",-73950745,"2","P.S. 158 - MANHATTAN","Summer - ES SUMMER RISING - Elementary - P.S. 158 Bayard Taylor - M158 - M158 - 02M158 - 1458 YORK AVENUE"
"W/""303918464""","Classroom Closed",882450000,"85b7715c-eb01-ec11-94ef-001dd8309a9e","8/30/2021","2021-08-30T04:00:00Z","048395","8/21/2021","2021-08-21T04:00:00Z","147-36 26 AVENUE","40,774,134.000000",40774134,"adfc24e8-31f4-ea11-b882-24ee9a37d45c","Queens",882450003,"-73,818,581.000000",-73818581,"25","P.S. 21 - QUEENS","Summer - ES SUMMER RISING - Elementary - P.S. 021 Edward Hart - Q021 - Q021 - 25Q021 - 147-36 26 AVENUE"
